lat,lng,total
19,84,0.006
34,-94,0.002
-36,-63,0.005
-24,48,0.004
10,-84,0.008
-9,158,0.005
62,36,0.009
20,-90,0.007
38,38,0.003
37,77,0.002
15,37,0.009
14,-16,0.008
10,-5,0.009
47,135,0.004
-33,25,0.002
38,-107,0.008
34,4,0.001
49,38,0.004
11,-69,0.006
48,-77,0.007
-9,-64,0.007
1,18,0.009
-18,48,0.002
16,100,0.008
53,-6,0.008
26,90,0.01
40,117,0.004
2,-60,0.01
38,119,0.009
35,-109,0.003
16,-13,0.004
-22,-66,0.009
49,-124,0.01
63,53,0.004
59,58,0.006
36,7,0.007
35,36,0.01
30,-83,0.001
-8,32,0.007
-31,-65,0.007
6,-73,0.005
40,-101,0.002
39,112,0.0
50,33,0.007
27,122,0.0
26,43,0.008
41,91,0.004
3,36,0.01
-17,-151,0.007
-21,-66,0.006
45,39,0.005
7,-80,0.008
6,81,0.005
-17,-70,0.007
-3,27,0.0
-7,-40,0.0
60,13,0.01
32,99,0.006
8,-7,0.004
45,-123,0.004
55,47,0.006
51,52,0.009
-3,121,0.0
31,57,0.003
27,54,0.002
4,19,0.002
-8,107,0.009
-16,-42,0.002
21,84,0.008
18,-74,0.004
-1,136,0.007
-39,-59,0.001
31,106,0.005
46,16,0.005
-34,138,0.009
55,81,0.003
69,30,0.006
-25,35,0.009
46,-97,0.006
-11,40,0.002
57,60,0.006
19,-99,0.001
37,45,0.009
-39,147,0.01
33,50,0.008
28,90,0.003
9,40,0.004
-10,18,0.009
-47,170,0.007
-15,30,0.004
22,116,0.001
56,64,0.007
37,-98,0.007
34,100,0.007
52,67,0.006
13,-4,0.002
47,-72,0.01
9,-11,0.005
46,137,0.0
43,-75,0.009
24,41,0.0
0,23,0.002
43,70,0.006
-11,151,0.009
23,51,0.001
15,120,0.006
-24,20,0.003
10,-64,0.009
44,-116,0.004
25,90,0.006
38,66,0.005
37,113,0.007
15,9,0.004
11,6,0.01
10,15,0.005
-9,115,0.0
38,-79,0.007
53,61,0.007
49,66,0.009
29,59,0.007
25,56,0.003
5,49,0.004
2,21,0.002
1,46,0.005
6,125,0.008
49,-113,0.001
48,54,0.006
26,110,0.004
39,-78,0.008
36,36,0.001
-18,-149,0.003
35,-81,0.007
16,-25,0.005
50,99,0.001
12,42,0.003
-12,16,0.004
39,67,0.001
35,64,0.002
30,-103,0.006
39,84,0.009
54,50,0.007
50,69,0.006
30,76,0.004
26,63,0.002
7,3,0.001
51,125,0.001
-3,-54,0.001
-26,-50,0.002
-7,-77,0.002
-33,-61,0.001
45,75,0.003
41,72,0.003
-36,-66,0.002
8,126,0.008
36,96,0.008
-21,147,0.009
-3,31,0.006
30,102,0.005
-37,-64,0.008
45,-100,0.004
42,126,0.007
60,41,0.01
-35,138,0.005
54,99,0.009
32,55,0.008
31,-84,0.008
28,58,0.006
8,29,0.004
31,13,0.003
42,-96,0.009
18,-102,0.001
33,112,0.003
-6,148,0.003
65,14,0.003
46,60,0.006
45,79,0.003
42,47,0.001
22,46,0.003
18,73,0.0
-35,117,0.007
14,-10,0.002
9,-61,0.007
-11,-56,0.007
-14,26,0.009
-15,-55,0.009
57,24,0.001
-38,175,0.005
28,118,0.01
9,20,0.002
-11,-43,0.005
-9,21,0.005
-4,123,0.006
56,36,0.0
34,136,0.005
-4,-57,0.005
44,74,0.008
-17,32,0.004
43,-111,0.006
24,45,0.004
20,48,0.004
67,32,0.007
13,109,0.004
23,87,0.004
14,-91,0.005
11,17,0.0
25,118,0.001
58,31,0.003
34,57,0.007
49,77,0.008
10,51,0.002
-33,-62,0.0
-18,37,0.001
-19,-66,0.005
53,33,0.004
48,11,0.008
29,63,0.008
44,134,0.003
25,68,0.0
39,-123,0.001
1,74,0.007
35,-118,0.0
-19,19,0.009
68,15,0.004
48,90,0.001
29,-80,0.009
63,12,0.006
-32,-64,0.004
40,61,0.001
39,-106,0.01
36,64,0.009
16,75,0.006
50,135,0.002
11,77,0.006
39,39,0.002
-20,64,0.001
-41,-71,0.006
29,78,0.009
7,22,0.007
-17,16,0.003
54,14,0.0
30,40,0.006
-25,-53,0.004
-26,47,0.01
64,27,0.004
45,47,0.007
-29,-56,0.001
21,53,0.002
18,105,0.003
36,140,0.007
51,-102,0.008
27,-108,0.003
45,-64,0.006
52,80,0.004
31,0,0.0
51,-4,0.0
31,113,0.008
46,5,0.003
42,-124,0.004
19,75,0.003
18,-98,0.002
66,25,0.007
5,-8,0.001
42,19,0.006
57,115,0.01
-1,-79,0.008
33,-7,0.008
-24,152,0.008
-14,30,0.01
-18,-59,0.006
57,36,0.006
19,-155,0.008
0,121,0.005
52,28,0.001
33,42,0.0
47,-97,0.006
9,48,0.002
24,98,0.01
23,-103,0.004
33,-105,0.005
44,38,0.007
-4,18,0.001
13,81,0.004
47,1,0.002
44,-75,0.004
-13,-42,0.009
38,15,0.001
15,48,0.002
47,82,0.004
62,8,0.008
61,35,0.0
14,36,0.005
48,-112,0.005
-9,-69,0.007
-13,-72,0.006
20,105,0.007
-10,120,0.006
53,21,0.0
48,31,0.006
29,35,0.001
5,41,0.006
35,-90,0.006
29,-108,0.007
40,33,0.009
39,-6,0.008
16,31,0.008
-17,168,0.006
-8,21,0.01
26,-107,0.006
-12,-40,0.005
-32,19,0.009
40,-72,0.002
17,103,0.005
-55,-65,0.001
50,-2,0.005
27,93,0.002
41,114,0.006
51,92,0.001
53,89,0.007
-17,179,0.009
26,-9,0.005
41,-1,0.002
-30,18,0.008
60,50,0.002
41,16,0.003
-6,-73,0.004
27,-80,0.006
42,86,0.003
41,-99,0.005
3,114,0.006
52,124,0.004
51,39,0.008
32,-17,0.009
28,-14,0.006
4,40,0.003
22,-84,0.002
-1,115,0.006
32,-98,0.008
8,-68,0.006
6,-5,0.007
33,104,0.001
-5,25,0.006
-6,140,0.007
46,-124,0.001
19,-104,0.009
37,28,0.001
-2,112,0.005
-5,-54,0.009
-25,-49,0.007
61,131,0.001
-11,22,0.003
22,85,0.003
56,53,0.009
52,56,0.007
13,23,0.01
47,-61,0.001
-10,-58,0.008
23,-99,0.005
-38,-69,0.008
47,20,0.004
44,2,0.008
5,119,0.004
0,11,0.003
19,83,0.006
34,-97,0.008
-36,-57,0.005
62,33,0.009
20,-89,0.007
38,43,0.002
37,80,0.001
15,20,0.008
10,-4,0.005
47,134,0.008
38,-106,0.005
34,1,0.007
-38,146,0.006
49,37,0.003
11,-70,0.002
-8,108,0.007
-13,-60,0.006
1,17,0.004
-18,45,0.005
53,-7,0.01
26,87,0.004
40,118,0.008
-18,-64,0.001
35,-110,0.008
16,-12,0.007
-22,-53,0.009
49,-125,0.0
59,57,0.008
36,8,0.004
35,35,0.001
30,-82,0.002
-31,-62,0.01
6,-72,0.005
40,-100,0.005
39,111,0.002
50,34,0.009
27,121,0.007
26,44,0.005
41,78,0.003
3,35,0.003
2,118,0.004
51,120,0.005
50,-111,0.004
45,34,0.004
7,-81,0.002
6,82,0.001
3,-76,0.009
-17,-71,0.008
-3,22,0.006
-7,-41,0.008
58,6,0.003
60,14,0.007
-4,-38,0.002
17,-14,0.006
32,100,0.009
28,31,0.009
8,-6,0.006
-30,-59,0.008
-35,22,0.01
55,46,0.0
51,51,0.008
-33,-55,0.005
31,56,0.008
28,-114,0.01
27,53,0.006
4,20,0.001
-16,-41,0.003
21,83,0.008
18,-77,0.002
-1,135,0.005
-3,-41,0.004
-5,12,0.007
31,105,0.003
46,13,0.009
45,102,0.01
55,80,0.006
-2,41,0.005
-25,34,0.006
46,-96,0.009
57,59,0.004
37,48,0.003
33,49,0.007
28,91,0.001
9,39,0.003
-10,23,0.0
-47,169,0.004
-15,29,0.009
22,113,0.006
56,25,0.007
37,-99,0.005
34,97,0.009
52,68,0.009
13,-5,0.003
9,-8,0.001
46,138,0.005
24,42,0.001
-14,-171,0.007
-4,137,0.004
0,24,0.005
43,69,0.002
24,-103,0.002
23,50,0.006
1,98,0.0
-22,-40,0.002
10,-67,0.003
25,89,0.0
38,71,0.006
37,116,0.0
15,8,0.006
11,5,0.002
10,16,0.008
14,30,0.009
38,-78,0.007
53,64,0.003
14,108,0.005
29,54,0.002
2,22,0.009
1,45,0.007
-18,-39,0.004
48,55,0.004
39,-79,0.004
35,-82,0.007
16,-24,0.008
50,100,0.007
12,43,0.0
-12,17,0.009
39,66,0.003
35,63,0.004
30,-102,0.002
39,83,0.008
-1,99,0.008
54,55,0.006
50,70,0.002
30,73,0.002
26,64,0.001
7,2,0.004
-3,-55,0.004
41,71,0.007
36,97,0.004
30,107,0.009
60,42,0.004
-29,-62,0.005
54,100,0.004
32,56,0.001
31,-85,0.003
28,59,0.0
8,30,0.002
31,28,0.009
-1,43,0.008
33,111,0.008
-6,145,0.008
65,13,0.002
42,48,0.009
4,127,0.006
22,51,0.008
18,74,0.0
9,-74,0.006
-11,-57,0.005
-14,23,0.003
-15,-52,0.008
57,23,0.005
-39,178,0.003
28,119,0.006
9,19,0.001
43,-121,0.01
-11,-40,0.006
-15,25,0.002
56,29,0.001
34,133,0.002
-4,-56,0.001
-5,115,0.003
39,-103,0.003
44,75,0.002
24,46,0.003
20,49,0.005
-36,-72,0.003
-23,19,0.008
67,31,0.008
-28,29,0.001
24,-99,0.001
23,86,0.007
1,126,0.006
14,-90,0.002
11,24,0.008
25,117,0.01
61,26,0.001
58,32,0.005
-10,125,0.005
34,58,0.004
49,80,0.003
-8,157,0.009
-18,38,0.004
-19,-67,0.001
53,36,0.01
48,12,0.006
44,135,0.001
25,67,0.009
35,-119,0.0
68,16,0.006
49,-82,0.004
48,91,0.005
29,-81,0.007
63,11,0.006
-32,-55,0.003
40,62,0.005
39,-107,0.007
36,65,0.004
16,76,0.007
50,136,0.004
5,102,0.003
39,38,0.005
-41,-72,0.008
29,77,0.009
-17,15,0.004
54,19,0.006
53,120,0.004
30,37,0.007
6,31,0.004
64,28,0.01
-19,179,0.008
21,56,0.005
18,106,0.008
51,-103,0.006
-21,-70,0.008
27,-109,0.007
45,-65,0.008
42,95,0.007
-16,-71,0.002
52,81,0.009
-41,-65,0.009
31,-1,0.008
51,-5,0.007
31,112,0.01
46,6,0.005
19,74,0.009
66,26,0.003
-29,22,0.001
42,20,0.007
-11,29,0.003
19,-69,0.008
6,5,0.006
33,-4,0.002
57,35,0.009
0,122,0.005
52,13,0.009
33,41,0.009
13,46,0.003
47,-98,0.002
9,47,0.009
-10,-49,0.004
24,99,0.008
23,-104,0.004
33,-102,0.005
-28,-70,0.008
44,39,0.004
-4,19,0.003
47,0,0.007
44,-74,0.008
62,22,0.007
23,122,0.002
38,16,0.008
34,-117,0.002
15,47,0.007
11,52,0.004
47,81,0.008
-9,124,0.002
61,30,0.004
49,140,0.001
48,-103,0.008
-9,-70,0.003
-13,-73,0.001
20,106,0.008
-18,18,0.008
53,24,0.001
48,32,0.009
5,44,0.001
35,-91,0.007
-19,50,0.002
29,-109,0.004
63,31,0.001
40,34,0.001
39,-7,0.005
16,32,0.001
-8,22,0.001
26,-106,0.009
-12,-39,0.005
-32,20,0.001
40,-79,0.001
17,106,0.008
50,27,0.008
27,100,0.006
41,113,0.005
-21,48,0.005
51,91,0.005
53,92,0.005
-33,-68,0.006
-9,141,0.006
41,2,0.009
3,-57,0.002
-17,-60,0.005
-13,-46,0.003
60,51,0.001
41,15,0.006
-26,-69,0.004
27,-81,0.008
41,-96,0.007
3,113,0.008
52,109,0.005
51,38,0.006
32,-16,0.003
28,-13,0.003
27,32,0.003
4,41,0.003
-53,-72,0.001
-1,114,0.008
32,-97,0.004
8,-75,0.006
-4,141,0.006
19,38,0.0
33,103,0.0
-5,32,0.005
19,-105,0.002
37,27,0.009
-5,-55,0.007
-25,-50,0.001
-4,114,0.001
22,86,0.006
56,54,0.009
37,12,0.01
52,57,0.007
13,18,0.004
-10,-53,0.0
43,-65,0.001
-11,16,0.002
56,101,0.008
-38,-68,0.002
47,19,0.009
44,3,0.001
19,82,0.008
34,-96,0.001
-42,147,0.01
62,34,0.002
20,-88,0.001
38,44,0.005
37,79,0.005
15,19,0.009
10,-7,0.009
47,133,0.009
61,66,0.001
-33,23,0.008
38,-101,0.007
34,2,0.006
15,-92,0.002
49,40,0.006
11,-71,0.01
14,16,0.001
-13,-61,0.0
2,47,0.005
1,20,0.007
-18,46,0.005
53,-4,0.008
26,88,0.007
40,119,0.007
38,117,0.0
35,-111,0.003
-22,-52,0.0
12,-16,0.009
49,-122,0.006
63,67,0.006
36,9,0.003
35,34,0.0
-31,-63,0.003
6,-75,0.001
40,-107,0.008
39,110,0.005
14,43,0.003
53,159,0.001
50,31,0.002
26,41,0.006
41,77,0.009
3,34,0.005
2,115,0.008
-1,101,0.006
51,119,0.004
50,-110,0.008
12,93,0.01
45,33,0.007
3,-77,0.005
-17,-72,0.006
-3,21,0.003
-7,-38,0.007
-27,19,0.001
60,15,0.003
17,-15,0.002
32,93,0.009
28,32,0.002
8,-5,0.008
45,-121,0.007
-35,21,0.004
55,45,0.01
51,50,0.003
31,55,0.003
28,-113,0.008
27,60,0.004
-16,-40,0.008
21,78,0.001
18,-76,0.005
-1,134,0.002
-39,-57,0.008
31,104,0.003
46,14,0.003
43,112,0.001
55,79,0.0
-2,42,0.001
69,32,0.01
-25,33,0.001
46,-99,0.005
57,46,0.009
37,47,0.01
33,52,0.001
28,92,0.005
9,42,0.008
-10,24,0.007
-15,32,0.006
22,114,0.0
56,26,0.0
37,-96,0.008
34,98,0.009
-12,-64,0.005
13,-10,0.006
9,-9,0.008
46,127,0.003
43,-69,0.001
24,43,0.01
0,33,0.007
67,66,0.001
43,76,0.002
24,-102,0.008
23,49,0.002
10,-66,0.008
25,92,0.007
38,72,0.0
35,130,0.005
37,115,0.001
15,7,0.001
11,12,0.003
10,13,0.004
53,63,0.006
14,105,0.001
29,53,0.005
25,58,0.004
2,19,0.006
-41,177,0.002
68,37,0.005
39,-80,0.002
36,22,0.004
35,-83,0.001
12,44,0.008
5,5,0.008
-12,18,0.007
59,28,0.006
5,81,0.005
39,65,0.003
36,-91,0.001
35,62,0.005
39,82,0.003
54,56,0.008
50,67,0.005
30,74,0.0
26,61,0.009
7,1,0.005
-3,-52,0.005
-27,-62,0.003
41,74,0.008
22,87,0.004
36,98,0.007
30,108,0.009
42,140,0.01
60,43,0.003
-35,140,0.006
32,65,0.004
31,-86,0.005
28,60,0.008
8,31,0.008
-16,37,0.005
31,27,0.002
42,-98,0.006
22,-159,0.006
21,114,0.01
18,-104,0.003
-1,42,0.008
33,114,0.005
-6,146,0.009
42,45,0.009
22,52,0.004
9,-75,0.005
-14,24,0.01
-15,-53,0.004
57,26,0.004
-39,177,0.006
-26,154,0.008
10,109,0.005
28,120,0.008
43,-122,0.005
-11,-41,0.004
-15,28,0.004
56,30,0.007
34,134,0.006
-4,-55,0.006
44,76,0.008
24,47,0.009
-11,122,0.006
20,50,0.008
67,30,0.009
-28,30,0.005
-28,-66,0.01
43,40,0.001
24,-98,0.002
23,85,0.006
1,125,0.001
14,-85,0.009
11,23,0.004
25,120,0.003
-13,41,0.002
-32,117,0.004
61,25,0.005
58,29,0.001
34,55,0.009
-8,158,0.002
10,49,0.005
-37,148,0.002
-19,-64,0.001
53,35,0.003
48,5,0.007
29,25,0.009
44,136,0.009
68,17,0.004
48,92,0.006
63,10,0.001
25,-77,0.003
-32,-54,0.006
40,63,0.005
39,-108,0.006
36,66,0.005
-35,-60,0.007
-24,-46,0.007
5,101,0.006
39,37,0.008
36,-111,0.005
-21,-62,0.001
-41,-73,0.0
29,80,0.001
7,20,0.004
-17,14,0.005
54,20,0.004
53,119,0.007
-6,28,0.001
30,38,0.006
60,-151,0.007
6,32,0.009
-26,45,0.008
64,21,0.002
-31,151,0.001
41,38,0.002
21,55,0.003
18,103,0.001
51,-112,0.006
27,-110,0.005
64,12,0.007
45,-70,0.002
42,96,0.007
-16,-70,0.004
52,82,0.004
32,21,0.002
31,-2,0.002
31,111,0.003
46,11,0.008
19,73,0.005
18,-4,0.005
33,78,0.008
66,23,0.009
-29,21,0.003
42,17,0.009
19,-70,0.009
18,43,0.006
33,-5,0.007
-5,-76,0.009
22,95,0.002
0,123,0.007
37,-25,0.008
52,14,0.002
33,44,0.006
13,45,0.001
-44,172,0.006
47,-99,0.006
9,50,0.007
-10,-48,0.001
24,100,0.003
-9,16,0.004
23,-105,0.004
-4,128,0.002
8,10,0.001
-28,-69,0.004
44,40,0.006
-4,20,0.006
47,-1,0.003
44,-73,0.005
62,27,0.007
23,121,0.004
38,13,0.005
34,-116,0.002
15,46,0.004
14,7,0.003
11,51,0.006
47,80,0.01
-36,146,0.009
62,6,0.001
59,152,0.001
61,29,0.004
49,139,0.007
11,-60,0.01
-8,130,0.003
-9,-71,0.007
-13,-74,0.003
20,107,0.005
-37,176,0.007
53,23,0.004
-3,108,0.002
48,41,0.007
5,43,0.002
35,-84,0.005
-19,49,0.005
29,-114,0.007
63,30,0.0
40,35,0.008
39,-8,0.009
-8,23,0.005
-45,-67,0.005
14,99,0.008
-12,-38,0.006
40,-78,0.007
36,-83,0.009
17,105,0.003
50,28,0.004
27,99,0.001
-22,-47,0.009
41,116,0.009
-17,50,0.004
-21,47,0.006
51,90,0.006
53,91,0.003
-35,-69,0.006
-28,-51,0.005
41,1,0.006
3,-58,0.01
-25,-58,0.005
-17,-61,0.008
41,18,0.007
-29,-53,0.007
-6,-75,0.007
-7,30,0.005
-26,-68,0.007
27,-82,0.005
41,-97,0.01
3,104,0.003
52,110,0.006
51,37,0.003
32,-7,0.009
27,31,0.007
4,42,0.008
-1,113,0.01
32,-96,0.003
46,39,0.006
8,-74,0.01
19,37,0.005
33,106,0.002
-5,31,0.005
-34,148,0.009
37,22,0.001
-2,110,0.007
-25,-51,0.01
-18,-54,0.001
22,91,0.009
-26,-49,0.003
56,55,0.007
37,11,0.003
52,58,0.008
13,17,0.009
43,-66,0.009
-11,15,0.001
56,102,0.003
-38,-71,0.004
-5,106,0.006
47,18,0.002
44,4,0.001
23,44,0.001
19,81,0.005
34,-99,0.01
-23,-50,0.005
44,-109,0.005
62,55,0.006
20,-87,0.004
38,41,0.004
15,18,0.003
14,-13,0.008
10,-6,0.003
61,65,0.002
38,-100,0.006
34,-1,0.0
15,-93,0.004
49,39,0.002
-9,-67,0.002
-13,-62,0.002
-2,103,0.003
1,19,0.005
-10,121,0.009
16,95,0.007
-9,149,0.008
26,85,0.007
40,120,0.008
38,118,0.003
53,-116,0.002
12,-15,0.007
49,-123,0.008
36,10,0.008
35,33,0.004
-4,-47,0.006
-31,-60,0.007
6,-74,0.004
40,-106,0.006
39,109,0.006
50,32,0.006
26,42,0.002
41,80,0.007
3,33,0.001
51,118,0.008
50,-113,0.008
45,36,0.004
21,42,0.008
-3,24,0.007
-7,-39,0.008
64,-51,0.005
60,16,0.007
17,-12,0.001
32,94,0.001
-17,-39,0.006
28,33,0.005
8,-4,0.009
-30,-61,0.004
-35,24,0.005
55,76,0.009
51,49,0.007
31,54,0.001
28,-112,0.005
27,59,0.004
-15,20,0.007
4,6,0.01
21,77,0.0
-20,28,0.008
-2,-80,0.002
31,103,0.001
46,19,0.005
45,104,0.001
55,78,0.01
-2,31,0.01
69,31,0.005
-25,32,0.007
46,-98,0.004
57,45,0.003
37,58,0.004
-10,-78,0.006
33,51,0.005
28,93,0.005
9,41,0.007
-10,21,0.003
-15,31,0.008
56,27,0.003
37,-97,0.002
13,-11,0.001
9,-6,0.003
46,128,0.007
43,-70,0.003
24,44,0.007
0,34,0.006
67,65,0.008
43,75,0.006
24,-101,0.003
23,48,0.001
1,100,0.008
-4,12,0.005
-23,-70,0.003
25,91,0.001
38,69,0.002
35,129,0.008
37,110,0.002
15,6,0.005
11,11,0.003
10,14,0.009
5,-67,0.007
53,74,0.01
14,106,0.006
29,56,0.003
-9,128,0.003
25,57,0.002
5,46,0.0
2,20,0.007
-18,-49,0.0
-41,176,0.001
68,38,0.0
-8,-71,0.005
26,121,0.003
39,-81,0.006
36,23,0.008
35,-76,0.007
12,13,0.006
-7,121,0.008
-21,-51,0.008
-12,19,0.005
59,27,0.005
39,64,0.008
36,-90,0.007
35,61,0.005
30,-112,0.006
39,81,0.0
54,53,0.001
53,126,0.006
50,68,0.007
30,63,0.006
26,62,0.004
7,0,0.004
51,130,0.009
-3,-53,0.003
-37,-62,0.003
-7,-56,0.003
-27,-63,0.002
-13,-37,0.006
41,73,0.005
36,99,0.009
30,105,0.005
60,44,0.007
49,98,0.008
-35,139,0.007
55,-97,0.002
32,66,0.006
31,-87,0.004
28,61,0.006
8,32,0.005
-16,38,0.008
55,16,0.007
32,-79,0.007
42,-85,0.002
-20,25,0.007
21,113,0.005
-1,41,0.008
-3,-50,0.004
33,113,0.004
-6,143,0.007
46,47,0.005
42,46,0.008
22,49,0.004
-20,45,0.005
9,-72,0.002
-14,21,0.008
57,25,0.009
13,76,0.007
28,121,0.002
43,-123,0.006
24,89,0.008
-15,27,0.008
56,31,0.004
34,131,0.009
-4,-54,0.004
44,45,0.009
24,48,0.008
-9,34,0.001
20,51,0.007
13,106,0.004
-28,31,0.002
24,-97,0.002
23,84,0.001
1,128,0.003
14,-84,0.003
11,22,0.009
25,119,0.004
-13,32,0.006
61,28,0.005
58,30,0.008
34,56,0.007
49,82,0.002
10,50,0.002
-42,175,0.008
-37,147,0.006
-19,-65,0.009
53,30,0.009
48,6,0.002
5,18,0.002
-19,16,0.007
68,18,0.01
48,85,0.007
14,124,0.009
63,9,0.008
-32,-53,0.009
40,64,0.004
-36,-58,0.008
36,67,0.007
5,104,0.01
39,36,0.001
36,-110,0.008
-21,-63,0.008
29,79,0.005
14,77,0.004
7,19,0.004
-17,13,0.007
54,17,0.005
30,43,0.001
60,-150,0.008
6,29,0.005
-16,-43,0.009
-21,-29,0.006
-35,-55,0.009
-26,46,0.003
64,22,0.009
-31,154,0.007
41,37,0.002
21,-158,0.001
18,104,0.006
36,127,0.001
51,-113,0.007
45,-71,0.001
42,93,0.002
41,-74,0.006
-16,-69,0.001
52,83,0.007
-40,-63,0.003
32,22,0.002
31,-3,0.004
51,-7,0.006
31,110,0.005
9,118,0.008
46,12,0.002
-2,-51,0.01
33,77,0.001
-6,115,0.007
66,24,0.003
-29,28,0.009
42,18,0.003
19,-71,0.007
18,44,0.0
33,-2,0.004
-5,-77,0.001
22,96,0.01
0,124,0.007
52,15,0.003
33,43,0.008
13,48,0.002
9,49,0.004
-10,-51,0.005
24,93,0.009
23,-106,0.008
-28,-68,0.003
44,41,0.009
-52,-72,0.002
-4,21,0.004
13,78,0.01
47,-2,0.006
44,-72,0.005
62,28,0.004
23,120,0.009
38,14,0.004
0,-55,0.004
34,-119,0.005
15,45,0.006
14,8,0.005
11,50,0.002
10,3,0.005
-28,154,0.007
62,11,0.005
59,151,0.003
61,32,0.004
-28,-63,0.009
14,23,0.006
48,-101,0.005
-9,-72,0.003
25,-12,0.009
-13,-75,0.008
20,108,0.004
-37,175,0.005
48,42,0.007
29,32,0.007
40,141,0.003
35,-85,0.002
48,121,0.01
29,-115,0.008
63,29,0.009
40,36,0.005
39,-9,0.001
35,-4,0.003
16,42,0.005
11,110,0.002
-8,24,0.007
-12,-37,0.01
40,-77,0.003
36,-82,0.003
17,108,0.006
50,25,0.004
27,98,0.002
41,115,0.009
-17,49,0.008
-21,46,0.009
51,89,0.004
53,86,0.01
30,7,0.01
26,-10,0.008
41,4,0.001
-17,-62,0.006
-6,19,0.001
60,53,0.001
41,17,0.002
-6,-74,0.007
31,-80,0.0
-7,29,0.01
-44,147,0.003
41,-94,0.004
3,103,0.01
52,111,0.008
51,44,0.009
32,-6,0.007
-36,118,0.001
28,-11,0.002
4,43,0.003
-1,112,0.004
32,-87,0.002
46,40,0.005
8,-73,0.004
19,44,0.01
33,105,0.007
-5,30,0.001
-6,135,0.002
57,84,0.006
37,21,0.002
6,10,0.003
-2,115,0.001
10,99,0.0
22,92,0.0
56,56,0.003
52,59,0.007
13,20,0.007
47,-64,0.01
-10,-55,0.006
-11,26,0.01
56,103,0.009
-38,-70,0.0
-5,105,0.004
47,17,0.002
44,5,0.0
23,43,0.002
19,104,0.008
34,-98,0.001
-23,-51,0.004
-24,44,0.001
44,-108,0.001
58,51,0.001
20,-86,0.005
38,42,0.004
15,17,0.001
14,-12,0.008
10,-9,0.006
-9,119,0.009
38,-103,0.0
34,0,0.008
49,42,0.008
48,-81,0.007
-13,-63,0.001
2,45,0.005
1,22,0.001
16,96,0.007
6,121,0.007
26,86,0.007
40,113,0.0
-18,-61,0.001
53,-117,0.001
50,91,0.002
12,-14,0.001
49,-120,0.002
48,141,0.002
59,62,0.003
36,11,0.002
35,24,0.006
-31,-61,0.007
6,-69,0.007
40,-105,0.006
39,108,0.001
50,29,0.001
26,39,0.009
41,79,0.004
3,24,0.006
2,113,0.004
51,117,0.007
50,-112,0.005
45,35,0.009
21,41,0.003
-3,23,0.007
-6,39,0.003
-7,-36,0.005
60,17,0.001
17,-13,0.005
32,95,0.0
31,-108,0.009
28,34,0.006
8,-11,0.004
-30,-60,0.003
-34,151,0.005
-35,23,0.005
55,75,0.003
51,72,0.004
-3,117,0.008
31,53,0.004
28,-111,0.008
27,58,0.001
4,7,0.001
21,80,0.009
18,-78,0.007
-1,20,0.008
31,102,0.002
46,20,0.006
45,103,0.005
-38,143,0.008
55,77,0.005
-2,32,0.008
-6,107,0.008
-25,31,0.002
46,-93,0.008
57,48,0.009
37,57,0.001
33,54,0.004
28,94,0.003
9,44,0.009
-10,22,0.006
-9,25,0.008
-4,119,0.009
56,28,0.005
37,-86,0.004
5,-10,0.005
13,-8,0.004
9,-7,0.005
46,125,0.002
43,-71,0.008
-14,-172,0.007
0,35,0.001
-23,44,0.0
43,74,0.008
24,-100,0.008
23,47,0.008
1,99,0.005
15,100,0.01
14,48,0.003
25,78,0.003
38,70,0.001
35,120,0.009
37,109,0.009
15,5,0.009
11,10,0.002
48,-124,0.008
10,27,0.01
38,-75,0.009
53,73,0.001
49,70,0.0
29,55,0.008
14,17,0.007
44,142,0.004
25,60,0.007
5,45,0.005
2,17,0.001
-18,-48,0.009
-22,27,0.007
-41,175,0.006
-8,-70,0.002
-12,-75,0.006
40,85,0.006
39,-82,0.005
35,-77,0.005
50,95,0.002
12,14,0.009
-12,20,0.009
-37,150,0.001
59,26,0.005
39,63,0.007
36,-89,0.007
35,68,0.003
30,-115,0.007
39,80,0.006
54,54,0.008
53,125,0.0
30,64,0.004
26,75,0.002
7,-1,0.003
-20,33,0.006
51,129,0.006
-3,-58,0.007
-19,-47,0.007
-27,-60,0.005
41,76,0.007
36,100,0.009
-35,-65,0.005
30,106,0.008
6,119,0.003
54,103,0.0
32,67,0.008
31,-88,0.0
28,62,0.01
8,25,0.003
-16,39,0.001
55,15,0.0
31,25,0.003
42,-84,0.005
-1,40,0.006
33,116,0.007
-6,144,0.001
46,48,0.004
42,59,0.004
22,50,0.001
52,-107,0.002
9,-73,0.002
46,-65,0.003
-11,-76,0.002
-14,22,0.006
57,28,0.005
56,9,0.002
-39,179,0.004
13,75,0.001
10,123,0.001
28,122,0.007
43,-116,0.002
24,90,0.001
-33,153,0.01
56,32,0.006
34,132,0.006
-4,-53,0.002
-5,120,0.007
44,46,0.003
24,73,0.003
20,52,0.003
13,105,0.005
-28,32,0.002
44,-67,0.009
23,83,0.003
38,-9,0.008
14,-87,0.001
11,21,0.004
25,122,0.01
-13,31,0.01
61,27,0.008
58,43,0.003
34,53,0.001
15,-23,0.004
49,81,0.002
10,47,0.009
-37,146,0.005
-19,-70,0.005
53,29,0.002
48,7,0.002
5,17,0.001
1,-50,0.002
-19,15,0.0
48,86,0.006
63,8,0.005
-32,-52,0.004
40,57,0.0
39,-110,0.001
36,68,0.008
50,131,0.008
-31,-50,0.004
